product_key,product_id,supplier_key,product_name,category,subcategory,unit_of_measure,unit_cost,unit_price,status
522,PROD-000522,508,Thermal Processing Unit Standard Series 0522,Industrial Equipment,Standard,Each,255.13,404.47,Active
523,PROD-000523,547,Hydraulic Power Unit Standard Series 0523,Industrial Equipment,Standard,Meter,433.0,652.9,Inactive
524,PROD-000524,494,Steel Coupling Standard Series 0524,Components,Standard,Meter,85.31,211.31,Active
525,PROD-000525,214,Polymer Resin Specialty Series 0525,Raw Materials,Specialty,Liter,489.62,1102.16,Active
526,PROD-000526,783,Power Distribution Module Specialty Series 0526,Electronics,Specialty,Each,378.7,668.13,Active
527,PROD-000527,270,Motor Control Panel Premium Series 0527,Electronics,Premium,Each,452.43,950.82,Active
528,PROD-000528,665,Engineering Plastic Pellets Specialty Series 0528,Raw Materials,Specialty,Kg,266.55,386.48,Active
529,PROD-000529,463,Hydraulic Power Unit Premium Series 0529,Industrial Equipment,Premium,Meter,31.07,42.98,Active
530,PROD-000530,207,Variable Frequency Drive Specialty Series 0530,Electronics,Specialty,Liter,89.83,126.51,Active
531,PROD-000531,6,Proximity Sensor Specialty Series 0531,Electronics,Specialty,Meter,266.25,425.07,Active
532,PROD-000532,46,Industrial Copper Wire Specialty Series 0532,Raw Materials,Specialty,Each,201.93,448.55,Active
533,PROD-000533,25,Industrial Valve Assembly Specialty Series 0533,Components,Specialty,Liter,46.06,77.84,Inactive
534,PROD-000534,879,Industrial Signal Converter Specialty Series 0534,Electronics,Specialty,Liter,292.9,564.07,Active
535,PROD-000535,731,Hydraulic Power Unit Premium Series 0535,Industrial Equipment,Premium,Liter,227.54,512.82,Active
536,PROD-000536,758,Protective Packaging Insert Standard Series 0536,Packaging,Standard,Each,428.6,1051.75,Active
537,PROD-000537,886,Polymer Resin Premium Series 0537,Raw Materials,Premium,Liter,404.3,994.01,Active
538,PROD-000538,775,Industrial Copper Wire Premium Series 0538,Raw Materials,Premium,Kg,361.16,657.08,Inactive
539,PROD-000539,480,Stainless Steel Sheet Standard Series 0539,Raw Materials,Standard,Each,358.38,517.52,Inactive
540,PROD-000540,319,Thermal Processing Unit Standard Series 0540,Industrial Equipment,Standard,Each,460.31,1086.39,Active
541,PROD-000541,339,Corrugated Shipping Carton Specialty Series 0541,Packaging,Specialty,Meter,322.73,611.19,Active
542,PROD-000542,385,Variable Frequency Drive Standard Series 0542,Electronics,Standard,Meter,157.19,281.29,Inactive
543,PROD-000543,769,Polymer Resin Standard Series 0543,Raw Materials,Standard,Kg,15.72,33.45,Active
544,PROD-000544,174,Drive Shaft Assembly Premium Series 0544,Components,Premium,Liter,204.81,455.26,Active
545,PROD-000545,347,Material Handling Unit Premium Series 0545,Industrial Equipment,Premium,Kg,465.12,598.83,Active
546,PROD-000546,570,Engineering Plastic Pellets Specialty Series 0546,Raw Materials,Specialty,Liter,326.34,631.06,Active
547,PROD-000547,568,Hydraulic Power Unit Standard Series 0547,Industrial Equipment,Standard,Kg,68.27,145.32,Active
548,PROD-000548,744,Aluminum Sheet Stock Specialty Series 0548,Raw Materials,Specialty,Kg,456.04,638.43,Inactive
549,PROD-000549,723,Polymer Resin Specialty Series 0549,Raw Materials,Specialty,Each,228.8,470.23,Active
550,PROD-000550,916,Power Distribution Module Specialty Series 0550,Electronics,Specialty,Kg,38.54,58.52,Active
551,PROD-000551,846,Heavy-Duty Packaging Sleeve Premium Series 0551,Packaging,Premium,Kg,410.32,579.01,Active
552,PROD-000552,353,Industrial Signal Converter Premium Series 0552,Electronics,Premium,Meter,485.89,1028.47,Active
553,PROD-000553,959,Hydraulic Power Unit Premium Series 0553,Industrial Equipment,Premium,Liter,196.29,269.83,Active
554,PROD-000554,966,Steel Coupling Premium Series 0554,Components,Premium,Each,363.41,492.05,Active
555,PROD-000555,816,Polymer Resin Premium Series 0555,Raw Materials,Premium,Each,270.45,577.56,Active
556,PROD-000556,660,Power Distribution Module Premium Series 0556,Electronics,Premium,Kg,370.25,907.44,Active
557,PROD-000557,797,Heavy-Duty Packaging Sleeve Standard Series 0557,Packaging,Standard,Meter,148.17,294.02,Active
558,PROD-000558,157,Reusable Transport Crate Premium Series 0558,Packaging,Premium,Liter,207.28,315.0,Active
559,PROD-000559,448,Precision Bearing Assembly Standard Series 0559,Components,Standard,Meter,31.15,77.83,Active
560,PROD-000560,935,Variable Frequency Drive Specialty Series 0560,Electronics,Specialty,Meter,202.69,491.55,Active
561,PROD-000561,92,Industrial Stretch Film Specialty Series 0561,Packaging,Specialty,Kg,333.01,769.77,Active
562,PROD-000562,208,Industrial Copper Wire Specialty Series 0562,Raw Materials,Specialty,Each,116.03,178.01,Active
563,PROD-000563,176,Stainless Steel Sheet Specialty Series 0563,Raw Materials,Specialty,Kg,213.53,307.85,Active
564,PROD-000564,247,Conveyor Roller Assembly Specialty Series 0564,Components,Specialty,Kg,418.99,984.67,Active
565,PROD-000565,790,Cold Rolled Steel Coil Premium Series 0565,Raw Materials,Premium,Kg,453.78,592.71,Active
566,PROD-000566,936,Pneumatic Control Unit Premium Series 0566,Industrial Equipment,Premium,Meter,123.46,241.73,Active
567,PROD-000567,893,Industrial Stretch Film Specialty Series 0567,Packaging,Specialty,Each,300.86,400.74,Active
568,PROD-000568,762,Industrial Copper Wire Standard Series 0568,Raw Materials,Standard,Each,120.26,174.1,Active
569,PROD-000569,764,Material Handling Unit Standard Series 0569,Industrial Equipment,Standard,Liter,416.53,715.43,Active
570,PROD-000570,151,Conveyor Roller Assembly Standard Series 0570,Components,Standard,Kg,248.71,458.79,Active
571,PROD-000571,608,Industrial Control Module Specialty Series 0571,Electronics,Specialty,Each,236.42,493.33,Active
572,PROD-000572,915,Protective Packaging Insert Premium Series 0572,Packaging,Premium,Liter,409.75,1023.88,Inactive
573,PROD-000573,931,Polymer Resin Standard Series 0573,Raw Materials,Standard,Meter,375.88,849.63,Active
574,PROD-000574,543,Process Pump Assembly Premium Series 0574,Industrial Equipment,Premium,Each,284.77,608.83,Active
575,PROD-000575,205,Motor Control Panel Specialty Series 0575,Electronics,Specialty,Kg,376.67,520.41,Active
576,PROD-000576,951,Reusable Transport Crate Premium Series 0576,Packaging,Premium,Liter,476.53,1152.73,Active
577,PROD-000577,91,Precision Bearing Assembly Specialty Series 0577,Components,Specialty,Meter,274.3,452.48,Inactive
578,PROD-000578,812, Pneumatic Control Unit Standard Series 0578 ,Industrial Equipment,Standard,Each,230.85,369.66,Active
579,PROD-000579,915,Proximity Sensor Premium Series 0579,Electronics,Premium,Each,208.37,403.45,Active
580,PROD-000580,879,Process Pump Assembly Specialty Series 0580,Industrial Equipment,Specialty,Liter,155.06,226.92,Active
581,PROD-000581,484,Material Handling Unit Specialty Series 0581,Industrial Equipment,Specialty,Liter,430.95,711.78,Active
582,PROD-000582,211,Thermal Processing Unit Premium Series 0582,Industrial Equipment,Premium,Liter,85.65,113.6,Active
583,PROD-000583,785,Hydraulic Power Unit Premium Series 0583,Industrial Equipment,Premium,Liter,401.49,927.87,Active
584,PROD-000584,113,Variable Frequency Drive Specialty Series 0584,Electronics,Specialty,Liter,102.24,204.28,Active
585,PROD-000585,133,Polymer Resin Premium Series 0585,Raw Materials,Premium,Liter,458.33,781.52,Active
586,PROD-000586,916,Process Pump Assembly Premium Series 0586,Industrial Equipment,Premium,Meter,311.64,684.13,Active
587,PROD-000587,26,Motor Control Panel Standard Series 0587,Electronics,Standard,Meter,269.92,629.44,Active
588,PROD-000588,381,Engineering Plastic Pellets Specialty Series 0588,Raw Materials,Specialty,Each,125.43,217.68,Active
589,PROD-000589,584,Corrugated Shipping Carton Standard Series 0589,Packaging,Standard,Each,397.13,624.27,Active
590,PROD-000590,373,Variable Frequency Drive Premium Series 0590,Electronics,Premium,Liter,391.79,774.49,Active
591,PROD-000591,31,Aluminum Mounting Bracket Premium Series 0591,Components,Premium,Meter,442.44,974.9,Inactive
592,PROD-000592,135,Process Pump Assembly Premium Series 0592,Industrial Equipment,Premium,Kg,296.06,652.39,Active
593,PROD-000593,298,Material Handling Unit Standard Series 0593,Industrial Equipment,Standard,Meter,486.05,902.13,Active
594,PROD-000594,421,Industrial Signal Converter Specialty Series 0594,Electronics,Specialty,Kg,180.21,417.41,Active
595,PROD-000595,774,Hydraulic Power Unit Premium Series 0595,Industrial Equipment,Premium,Liter,114.89,145.68,Inactive
596,PROD-000596,705,Variable Frequency Drive Standard Series 0596,Electronics,Standard,Each,448.04,666.97,Active
597,PROD-000597,110,Industrial Drive System Standard Series 0597,Industrial Equipment,Standard,Meter,328.68,809.72,Active
598,PROD-000598,834,Industrial Copper Wire Standard Series 0598,Raw Materials,Standard,Kg,276.87,532.48,Active
599,PROD-000599,449,Material Handling Unit Premium Series 0599,Industrial Equipment,Premium,Kg,396.69,602.95,Active
600,PROD-000600,496,Conveyor Roller Assembly Premium Series 0600,Components,Premium,Kg,328.87,729.55,Inactive
601,PROD-000601,313,Precision Bearing Assembly Standard Series 0601,Components,Standard,Meter,300.95,571.2,Active
602,PROD-000602,19,Pneumatic Control Unit Specialty Series 0602,Industrial Equipment,Specialty,Kg,441.56,569.42,Active
603,PROD-000603,506,Industrial Drive System Specialty Series 0603,Industrial Equipment,Specialty,Liter,134.53,197.05,Active
604,PROD-000604,660,Pallet Wrap Assembly Specialty Series 0604,Packaging,Specialty,Liter,203.07,317.09,Active
605,PROD-000605,525,Industrial Valve Assembly Standard Series 0605,Components,Standard,Each,85.42,156.56,Active
606,PROD-000606,298,Engineering Plastic Pellets Premium Series 0606,Raw Materials,Premium,Kg,320.87,719.81,Active
607,PROD-000607,500,Industrial Control Module Premium Series 0607,Electronics,Premium,Liter,321.01,569.37,Active
608,PROD-000608,261,Protective Packaging Insert Standard Series 0608,Packaging,Standard,Liter,119.12,206.94,Active
609,PROD-000609,446,Aluminum Mounting Bracket Standard Series 0609,Components,Standard,Kg,118.46,282.26,Active
610,PROD-000610,179,Industrial Copper Wire Specialty Series 0610,Raw Materials,Specialty,Each,164.82,290.94,Active
611,PROD-000611,844,Motor Control Panel Standard Series 0611,Electronics,Standard,Each,269.07,556.05,Active
612,PROD-000612,153,Thermal Processing Unit Premium Series 0612,Industrial Equipment,Premium,Each,147.65,342.09,Active
613,PROD-000613,442,Hydraulic Power Unit Specialty Series 0613,Industrial Equipment,Specialty,Each,309.55,639.76,Inactive
614,PROD-000614,682,Steel Coupling Standard Series 0614,Components,Standard,Kg,58.65,136.66,Active
615,PROD-000615,612,Industrial Drive System Premium Series 0615,Industrial Equipment,Premium,Meter,280.01,677.17,Active
616,PROD-000616,864,Pallet Wrap Assembly Standard Series 0616,Packaging,Standard,Liter,445.14,620.17,Active
617,PROD-000617,498,Stainless Steel Sheet Premium Series 0617,Raw Materials,Premium,Liter,482.32,825.52,Active
618,PROD-000618,684,Thermal Processing Unit Specialty Series 0618,Industrial Equipment,Specialty,Kg,470.78,954.41,Active
619,PROD-000619,981,Precision Bearing Assembly Specialty Series 0619,Components,Specialty,Meter,40.94,85.27,Active
620,PROD-000620,934,Pneumatic Control Unit Standard Series 0620,Industrial Equipment,Standard,Liter,478.01,900.27,Active
621,PROD-000621,237,Aluminum Mounting Bracket Standard Series 0621,Components,Standard,Each,291.66,679.17,Active
622,PROD-000622,911,Industrial Copper Wire Premium Series 0622,Raw Materials,Premium,Meter,419.0,848.0,Inactive
623,PROD-000623,763,Material Handling Unit Specialty Series 0623,Industrial Equipment,Specialty,Meter,304.27,740.54,Active
624,PROD-000624,37,Engineering Plastic Pellets Standard Series 0624,Raw Materials,Standard,Each,361.18,573.79,Active
625,PROD-000625,58,Industrial Control Module Standard Series 0625,Electronics,Standard,Kg,498.49,1180.32,Inactive
626,PROD-000626,272,Aluminum Sheet Stock Specialty Series 0626,Raw Materials,Specialty,Liter,378.32,526.19,Active
627,PROD-000627,435,Proximity Sensor Specialty Series 0627,Electronics,Specialty,Kg,210.98,518.68,Active
628,PROD-000628,410,Industrial Copper Wire Standard Series 0628,Raw Materials,Standard,Each,83.69,193.37,Active
629,PROD-000629,276,Motor Control Panel Premium Series 0629,Electronics,Premium,Kg,55.16,83.13,Active
630,PROD-000630,558,Conveyor Roller Assembly Premium Series 0630,Components,Premium,Kg,412.04,769.04,Active
631,PROD-000631,868,Hydraulic Power Unit Specialty Series 0631,Industrial Equipment,Specialty,Meter,49.91,93.7,Active
632,PROD-000632,772,Variable Frequency Drive Standard Series 0632,Electronics,Standard,Liter,477.9,1020.57,Active
633,PROD-000633,614,Proximity Sensor Specialty Series 0633,Electronics,Specialty,Kg,359.12,780.42,Active
634,PROD-000634,197,Power Distribution Module Specialty Series 0634,Electronics,Specialty,Liter,135.68,191.39,Active
635,PROD-000635,419,Material Handling Unit Specialty Series 0635,Industrial Equipment,Specialty,Kg,390.99,610.26,Inactive
636,PROD-000636,337,Reusable Transport Crate Specialty Series 0636,Packaging,Specialty,Liter,296.08,409.86,Active
637,PROD-000637,220,Cold Rolled Steel Coil Premium Series 0637,Raw Materials,Premium,Kg,27.8,39.02,Active
638,PROD-000638,886,Pneumatic Control Unit Specialty Series 0638,Industrial Equipment,Specialty,Kg,487.12,1007.11,Active
639,PROD-000639,560,Polymer Resin Premium Series 0639,Raw Materials,Premium,Kg,273.51,502.22,Inactive
640,PROD-000640,868,Power Distribution Module Premium Series 0640,Electronics,Premium,Kg,135.65,263.9,Active
641,PROD-000641,407,Heavy-Duty Packaging Sleeve Specialty Series 0641,Packaging,Specialty,Meter,376.25,834.08,Active
642,PROD-000642,953,Industrial Signal Converter Standard Series 0642,Electronics,Standard,Meter,51.14,87.56,Active
643,PROD-000643,326,Hydraulic Power Unit Specialty Series 0643,Industrial Equipment,Specialty,Each,484.15,1075.94,Inactive
644,PROD-000644,721,Aluminum Sheet Stock Standard Series 0644,Raw Materials,Standard,Liter,94.55,160.94,Active
645,PROD-000645,223,Proximity Sensor Specialty Series 0645,Electronics,Specialty,Kg,457.16,1104.85,Active
646,PROD-000646,933,Drive Shaft Assembly Specialty Series 0646,Components,Specialty,Each,164.05,386.28,Active
647,PROD-000647,436,Heavy-Duty Packaging Sleeve Specialty Series 0647,Packaging,Specialty,Kg,216.16,450.89,Active
648,PROD-000648,22,Conveyor Roller Assembly Specialty Series 0648,Components,Specialty,Liter,159.1,395.47,Active
649,PROD-000649,308,Cold Rolled Steel Coil Standard Series 0649,Raw Materials,Standard,Liter,29.67,71.05,Active
650,PROD-000650,65,Protective Packaging Insert Premium Series 0650,Packaging,Premium,Liter,459.73,980.76,Active
651,PROD-000651,836,Industrial Stretch Film Specialty Series 0651,Packaging,Specialty,Meter,15.71,26.21,Active
652,PROD-000652,585,Drive Shaft Assembly Specialty Series 0652,Components,Specialty,Liter,385.43,609.89,Active
653,PROD-000653,347,Stainless Steel Sheet Premium Series 0653,Raw Materials,Premium,Meter,227.61,442.76,Active
654,PROD-000654,19,Reusable Transport Crate Standard Series 0654,Packaging,Standard,Liter,326.88,610.06,Active
655,PROD-000655,349,Precision Bearing Assembly Premium Series 0655,Components,Premium,Meter,160.99,297.41,Active
656,PROD-000656,25,Variable Frequency Drive Premium Series 0656,Electronics,Premium,Meter,361.28,732.69,Active
657,PROD-000657,3,Industrial Drive System Standard Series 0657,Industrial Equipment,Standard,Liter,166.04,293.5,Active
658,PROD-000658,439,Industrial Copper Wire Standard Series 0658,Raw Materials,Standard,Meter,437.25,908.47,Active
659,PROD-000659,921,Industrial Valve Assembly Premium Series 0659,Components,Premium,Each,195.33,292.29,Active
660,PROD-000660,248,Industrial Signal Converter Standard Series 0660,Electronics,Standard,Meter,161.36,376.75,Active
661,PROD-000661,469,Cold Rolled Steel Coil Specialty Series 0661,Raw Materials,Specialty,Liter,280.28,630.24,Inactive
662,PROD-000662,819,Protective Packaging Insert Specialty Series 0662,Packaging,Specialty,Liter,425.81,743.64,Active
663,PROD-000663,859,Polymer Resin Premium Series 0663,Raw Materials,Premium,Meter,130.67,259.06,Active
664,PROD-000664,872,Power Distribution Module Standard Series 0664,Electronics,Standard,Each,385.09,707.37,Active
665,PROD-000665,741,Motor Control Panel Premium Series 0665,Electronics,Premium,Liter,213.24,368.72,Active
666,PROD-000666,976,Industrial Signal Converter Premium Series 0666,Electronics,Premium,Kg,237.41,533.49,Active
667,PROD-000667,772,Cold Rolled Steel Coil Standard Series 0667,Raw Materials,Standard,Each,17.33,35.77,Active
668,PROD-000668,936,Pneumatic Control Unit Standard Series 0668,Industrial Equipment,Standard,Meter,329.73,614.52,Active
669,PROD-000669,683,Proximity Sensor Standard Series 0669,Electronics,Standard,Each,203.36,483.79,Active
670,PROD-000670,417,Pallet Wrap Assembly Standard Series 0670,Packaging,Standard,Liter,329.69,519.76,Active
671,PROD-000671,714,Material Handling Unit Premium Series 0671,Industrial Equipment,Premium,Kg,431.11,999.17,Active
672,PROD-000672,83,Reusable Transport Crate Standard Series 0672,Packaging,Standard,Meter,440.41,895.11,Inactive
673,PROD-000673,532,Cold Rolled Steel Coil Standard Series 0673,Raw Materials,Standard,Liter,465.75,767.12,Active
674,PROD-000674,347,Pneumatic Control Unit Standard Series 0674,Industrial Equipment,Standard,Meter,349.02,597.2,Active
675,PROD-000675,400,Industrial Drive System Premium Series 0675,Industrial Equipment,Premium,Liter,438.89,823.2,Active
676,PROD-000676,407,Pallet Wrap Assembly Specialty Series 0676,Packaging,Specialty,Meter,373.27,857.89,Active
677,PROD-000677,799,Material Handling Unit Premium Series 0677,Industrial Equipment,Premium,Kg,375.46,626.86,Active
678,PROD-000678,333,Thermal Processing Unit Standard Series 0678,Industrial Equipment,Standard,Each,444.27,947.37,Active
679,PROD-000679,718,Hydraulic Power Unit Premium Series 0679,Industrial Equipment,Premium,Kg,28.24,45.06,Active
680,PROD-000680,960,Steel Coupling Specialty Series 0680,Components,Specialty,Each,154.93,249.73,Active
681,PROD-000681,950,Polymer Resin Premium Series 0681,Raw Materials,Premium,Liter,435.78,731.96,Inactive
682,PROD-000682,298,Process Pump Assembly Specialty Series 0682,Industrial Equipment,Specialty,Liter,166.94,310.26,Active
683,PROD-000683,699,Stainless Steel Sheet Premium Series 0683,Raw Materials,Premium,Kg,391.08,490.72,Active
684,PROD-000684,823,Thermal Processing Unit Premium Series 0684,Industrial Equipment,Premium,Each,178.96,420.65,Active
685,PROD-000685,26,Precision Bearing Assembly Specialty Series 0685,Components,Specialty,Kg,151.78,216.81,Active
686,PROD-000686,1000,Steel Coupling Standard Series 0686,Components,Standard,Kg,145.11,263.69,Active
687,PROD-000687,463,Aluminum Mounting Bracket Specialty Series 0687,Components,Specialty,Kg,474.25,1012.9,Active
688,PROD-000688,965,Drive Shaft Assembly Standard Series 0688,Components,Standard,Meter,255.51,462.29,Active
689,PROD-000689,125,Industrial Valve Assembly Standard Series 0689,Components,Standard,Each,94.54,125.65,Active
690,PROD-000690,220,Reusable Transport Crate Standard Series 0690,Packaging,Standard,Liter,398.09,671.0,Inactive
691,PROD-000691,83,Corrugated Shipping Carton Specialty Series 0691,Packaging,Specialty,Kg,368.83,748.53,Inactive
692,PROD-000692,814,Pneumatic Control Unit Specialty Series 0692,Industrial Equipment,Specialty,Each,393.07,953.24,Active
693,PROD-000693,698,Aluminum Mounting Bracket Premium Series 0693,Components,Premium,Kg,26.95,38.24,Active
694,PROD-000694,862,Power Distribution Module Standard Series 0694,Electronics,Standard,Kg,360.91,563.81,Active
695,PROD-000695,69,Stainless Steel Sheet Premium Series 0695,Raw Materials,Premium,Liter,495.32,1210.43,Active
696,PROD-000696,111,Industrial Signal Converter Specialty Series 0696,Electronics,Specialty,Meter,362.22,483.88,Active
697,PROD-000697,963,Industrial Control Module Standard Series 0697,Electronics,Standard,Kg,193.79,484.05,Active
698,PROD-000698,577,Protective Packaging Insert Specialty Series 0698,Packaging,Specialty,Liter,20.43,42.84,Active
699,PROD-000699,624,Polymer Resin Specialty Series 0699,Raw Materials,Specialty,Kg,485.13,735.28,Active
700,PROD-000700,614,Process Pump Assembly Premium Series 0700,Industrial Equipment,Premium,Kg,222.72,473.53,Active
701,PROD-000701,44,Material Handling Unit Standard Series 0701,Industrial Equipment,Standard,Meter,480.85,769.23,Active
702,PROD-000702,895,Industrial Signal Converter Premium Series 0702,Electronics,Premium,Each,242.71,520.96,Active
703,PROD-000703,363,Corrugated Shipping Carton Specialty Series 0703,Packaging,Specialty,Liter,391.76,609.58,Active
704,PROD-000704,202,Steel Coupling Standard Series 0704,Components,Standard,Liter,290.71,423.13,Active
705,PROD-000705,215,Polymer Resin Premium Series 0705,Raw Materials,Premium,Meter,465.99,710.15,Active
706,PROD-000706,703,Power Distribution Module Specialty Series 0706,Electronics,Specialty,Meter,48.33,84.9,Active
707,PROD-000707,370,Material Handling Unit Premium Series 0707,Industrial Equipment,Premium,Liter,85.86,136.09,Active
708,PROD-000708,76,Thermal Processing Unit Specialty Series 0708,Industrial Equipment,Specialty,Each,72.46,170.42,Inactive
709,PROD-000709,996,Cold Rolled Steel Coil Standard Series 0709,Raw Materials,Standard,Kg,252.61,592.36,Active
710,PROD-000710,587,Pneumatic Control Unit Specialty Series 0710,Industrial Equipment,Specialty,Liter,105.32,229.64,Active
711,PROD-000711,194,Polymer Resin Premium Series 0711,Raw Materials,Premium,Liter,189.71,245.59,Active
712,PROD-000712,377,Power Distribution Module Premium Series 0712,Electronics,Premium,Liter,220.44,320.38,Active
713,PROD-000713,144,Stainless Steel Sheet Standard Series 0713,Raw Materials,Standard,Kg,43.6,97.22,Active
714,PROD-000714,727,Reusable Transport Crate Standard Series 0714,Packaging,Standard,Meter,210.28,507.32,Active
715,PROD-000715,221,Industrial Control Module Standard Series 0715,Electronics,Standard,Liter,66.5,91.43,Active
716,PROD-000716,744,Protective Packaging Insert Specialty Series 0716,Packaging,Specialty,Kg,322.8,439.46,Active
717,PROD-000717,582,Aluminum Mounting Bracket Specialty Series 0717,Components,Specialty,Liter,202.86,440.09,Inactive
718,PROD-000718,823,Power Distribution Module Specialty Series 0718,Electronics,Specialty,Meter,140.66,233.45,Active
719,PROD-000719,492,Stainless Steel Sheet Standard Series 0719,Raw Materials,Standard,Kg,57.58,107.22,Active
720,PROD-000720,229,Engineering Plastic Pellets Specialty Series 0720,Raw Materials,Specialty,Liter,110.84,155.24,Active
721,PROD-000721,396,Corrugated Shipping Carton Premium Series 0721,Packaging,Premium,Each,312.47,710.38,Active
722,PROD-000722,547,Protective Packaging Insert Standard Series 0722,Packaging,Standard,Liter,399.72,926.84,Active
723,PROD-000723,181,Industrial Drive System Premium Series 0723,Industrial Equipment,Premium,Meter,394.41,638.32,Active
724,PROD-000724,257,Drive Shaft Assembly Premium Series 0724,Components,Premium,Kg,110.44,149.29,Active
725,PROD-000725,750,Heavy-Duty Packaging Sleeve Standard Series 0725,Packaging,Standard,Kg,206.11,448.24,Inactive
726,PROD-000726,38,Industrial Signal Converter Standard Series 0726,Electronics,Standard,Each,325.86,723.97,Active
727,PROD-000727,168,Industrial Control Module Premium Series 0727,Electronics,Premium,Liter,412.75,773.76,Active
728,PROD-000728,394,Pneumatic Control Unit Standard Series 0728,Industrial Equipment,Standard,Meter,125.41,293.81,Active
729,PROD-000729,990,Proximity Sensor Premium Series 0729,Electronics,Premium,Meter,484.15,1052.76,Inactive
730,PROD-000730,885,Pallet Wrap Assembly Standard Series 0730,Packaging,Standard,Meter,92.84,199.41,Active
731,PROD-000731,652,Material Handling Unit Premium Series 0731,Industrial Equipment,Premium,Each,38.62,76.27,Active
732,PROD-000732,735,Industrial Signal Converter Standard Series 0732,Electronics,Standard,Each,166.15,398.66,Active
733,PROD-000733,636,Hydraulic Power Unit Specialty Series 0733,Industrial Equipment,Specialty,Kg,210.65,415.0,Active
734,PROD-000734,484,Protective Packaging Insert Specialty Series 0734,Packaging,Specialty,Each,410.47,893.76,Active
735,PROD-000735,703,Industrial Drive System Premium Series 0735,Industrial Equipment,Premium,Kg,410.82,855.35,Active
736,PROD-000736,945,Industrial Copper Wire Standard Series 0736,Raw Materials,Standard,Each,66.21,115.62,Active
737,PROD-000737,606,Motor Control Panel Standard Series 0737,Electronics,Standard,Each,46.85,90.96,Active
738,PROD-000738,988,Thermal Processing Unit Premium Series 0738,Industrial Equipment,Premium,Kg,393.97,597.22,Active
739,PROD-000739,311,Corrugated Shipping Carton Specialty Series 0739,Packaging,Specialty,Liter,482.4,1183.74,Active
740,PROD-000740,115,Aluminum Sheet Stock Specialty Series 0740,Raw Materials,Specialty,Meter,285.41,402.15,Active
741,PROD-000741,610,Industrial Drive System Standard Series 0741,Industrial Equipment,Standard,Liter,129.64,234.24,Active
742,PROD-000742,846,Drive Shaft Assembly Premium Series 0742,Components,Premium,Kg,229.66,301.29,Active
743,PROD-000743,447,Stainless Steel Sheet Premium Series 0743,Raw Materials,Premium,Liter,305.66,444.7,Inactive
744,PROD-000744,454,Industrial Signal Converter Specialty Series 0744,Electronics,Specialty,Each,121.64,231.46,Active
745,PROD-000745,435,Cold Rolled Steel Coil Standard Series 0745,Raw Materials,Standard,Meter,375.33,686.91,Inactive
746,PROD-000746,955,Protective Packaging Insert Standard Series 0746,Packaging,Standard,Meter,25.42,61.23,Active
747,PROD-000747,676,Aluminum Mounting Bracket Specialty Series 0747,Components,Specialty,Kg,119.46,235.17,Active
748,PROD-000748,645,Power Distribution Module Standard Series 0748,Electronics,Standard,Liter,28.05,52.86,Active
749,PROD-000749,117,Stainless Steel Sheet Premium Series 0749,Raw Materials,Premium,Meter,403.37,646.95,Active
750,PROD-000750,100,Industrial Signal Converter Specialty Series 0750,Electronics,Specialty,Kg,41.72,81.79,Active
751,PROD-000751,100,Hydraulic Power Unit Premium Series 0751,Industrial Equipment,Premium,Meter,94.09,185.05,Active
752,PROD-000752,542,Protective Packaging Insert Premium Series 0752,Packaging,Premium,Kg,263.5,621.6,Active
753,PROD-000753,718,Industrial Stretch Film Specialty Series 0753,Packaging,Specialty,Each,437.94,1037.46,Active
754,PROD-000754,589,Process Pump Assembly Specialty Series 0754,Industrial Equipment,Specialty,Each,185.56,328.23,Active
755,PROD-000755,794,Stainless Steel Sheet Specialty Series 0755,Raw Materials,Specialty,Kg,385.08,659.34,Active
756,PROD-000756,761,Engineering Plastic Pellets Premium Series 0756,Raw Materials,Premium,Each,257.0,565.93,Active
757,PROD-000757,319,Industrial Control Module Premium Series 0757,Electronics,Premium,Meter,478.71,644.74,Inactive
758,PROD-000758,844,Protective Packaging Insert Standard Series 0758,Packaging,Standard,Kg,368.41,564.65,Active
759,PROD-000759,349,Aluminum Mounting Bracket Premium Series 0759,Components,Premium,Each,395.59,635.33,Active
760,PROD-000760,798,Pallet Wrap Assembly Premium Series 0760,Packaging,Premium,Kg,237.66,457.23,Inactive
761,PROD-000761,12,Industrial Valve Assembly Specialty Series 0761,Components,Specialty,Each,308.57,455.1,Active
762,PROD-000762,74,Reusable Transport Crate Specialty Series 0762,Packaging,Specialty,Kg,390.04,600.91,Active
763,PROD-000763,981,Industrial Control Module Specialty Series 0763,Electronics,Specialty,Each,50.4,70.36,Active
764,PROD-000764,802,Protective Packaging Insert Premium Series 0764,Packaging,Premium,Kg,221.11,409.69,Active
765,PROD-000765,24,Proximity Sensor Standard Series 0765,Electronics,Standard,Kg,154.73,302.44,Inactive
766,PROD-000766,529,Industrial Copper Wire Premium Series 0766,Raw Materials,Premium,Liter,347.86,448.98,Active
767,PROD-000767,275,Motor Control Panel Premium Series 0767,Electronics,Premium,Liter,430.17,590.25,Active
768,PROD-000768,315,Engineering Plastic Pellets Standard Series 0768,Raw Materials,Standard,Kg,322.39,753.83,Active
769,PROD-000769,480,Hydraulic Power Unit Standard Series 0769,Industrial Equipment,Standard,Kg,30.2,62.16,Active
770,PROD-000770,555,Aluminum Sheet Stock Premium Series 0770,Raw Materials,Premium,Liter,238.17,593.92,Active
